t,profit,strategy_name,strategy_params,annual,Cumulative5yearprofit,Cumulative5yearhibzeroprofit,Hlbzeroannual
365,94088.68,NoAction,0;0;0;0;0;0;0;0,94088.68,477508.09,479801.57,95961.49
365,95849.92,SprayTrees,0.6;0.246,95849.92,-47858.18,479800.09,95960.02
365,95857.4,SprayTrees,0.7;0.246,95857.4,-9913.3,479800.09,95960.02
365,95856.46,SprayTrees,0.8;0.246,95856.46,213232.69,479800.09,95960.02
365,95855.63,SprayTrees,0.9;0.246,95855.63,479111.99,479800.09,95960.02
365,94233.9227,NoActionOTC,0.8;0.245,94233.9227,-581135.9833,469654.97,95930.99
365,94133.6609,NoActionOTC,0.9;0.245,94133.6609,-486954.1618,465654.97,95930.99
365,94224.2362,NoActionOTC,0.76;0.245,94224.2362,-377366.6073,459654.97,95930.99
365,94155.1429,NoActionOTC,0.78;0.245,94155.1429,-266680.8874,479654.97,95930.99
365,94190.8117,NoActionOTC,0.79;0.245,94190.8117,-154546.8812,479654.97,95930.99
365,94233.9227,NoActionOTC,0.55;0.245,94233.9227,-611669.5033,479654.97,95930.99
365,94133.6609,NoActionOTC,0.56;0.245,94133.6609,-515216.8918,479654.97,95930.99
365,94224.2362,NoActionOTC,0.57;0.245,94224.2362,-400986.8673,479654.97,95930.99
365,94155.1429,NoActionOTC,0.58;0.245,94155.1429,-286303.1674,479654.97,95930.99
365,94190.8117,NoActionOTC,0.59;0.245,94190.8117,-167045.7512,479654.97,95930.99
365,94233.9227,NoActionOTC,0.62;0.245,94233.9227,-642203.0233,479654.97,95930.99
365,94133.6609,NoActionOTC,0.63;0.245,94133.6609,-543479.6218,479654.97,95930.99
365,94224.2362,NoActionOTC,0.64;0.245,94224.2362,-424607.1273,479654.97,95930.99
365,94155.1429,NoActionOTC,0.65;0.245,94155.1429,-305925.4474,479654.97,95930.99
365,94190.8117,NoActionOTC,0.66;0.245,94190.8117,-179544.6212,479654.97,95930.99
365,94154.1666,NoActionOTC,0.67;0.245,94154.1666,-581949.8625,479578.72,95915.74
365,94127.5911,NoActionOTC,0.72;0.245,94127.5911,-484782.6272,479578.72,95915.74
365,94110.3133,NoActionOTC,0.73;0.245,94110.3133,-381019.7305,479578.72,95915.74
365,94175.9572,NoActionOTC,0.74;0.245,94175.9572,-266745.6859,479578.72,95915.74
365,94083.9291,NoActionOTC,0.75;0.245,94083.9291,-157314.8844,479578.72,95915.74
365,94154.1666,NoActionOTC,0.76;0.245,94154.1666,-612469.9125,479578.72,95915.74
365,94127.5911,NoActionOTC,0.77;0.245,94127.5911,-512990.6372,479578.72,95915.74
365,94110.3133,NoActionOTC,0.78;0.245,94110.3133,-404753.6905,479578.72,95915.74
365,94175.9572,NoActionOTC,0.79;0.245,94175.9572,-286356.8959,479578.72,95915.74
365,94083.9291,NoActionOTC,0.81;0.245,94083.9291,-169881.1944,479578.72,95915.74
365,94154.1666,NoActionOTC,0.82;0.245,94154.1666,-642989.9625,479578.72,95915.74
365,94127.5911,NoActionOTC,0.83;0.245,94127.5911,-541198.6472,479578.72,95915.74
365,94110.3133,NoActionOTC,0.84;0.245,94110.3133,-428487.6505,479578.72,95915.74
365,94175.9572,NoActionOTC,0.85;0.245,94175.9572,-305968.1059,479578.72,95915.74
365,94083.9291,NoActionOTC,0.86;0.245,94083.9291,-182447.5044,479578.72,95915.74
365,94165.2757,NoActionOTC,0.87;0.245,94165.2757,-580201.2626,479749.97,95949.99
365,94298.1748,NoActionOTC,0.88;0.245,94298.1748,-473090.2088,479749.97,95949.99
365,94184.6999,NoActionOTC,0.89;0.245,94184.6999,-378282.534,479749.97,95949.99
365,94131.2387,NoActionOTC,0.91;0.245,94131.2387,-267566.6098,479749.97,95949.99
365,94162.7682,NoActionOTC,0.92;0.245,94162.7682,-154999.085,479749.97,95949.99
365,94165.2757,NoActionOTC,0.93;0.245,94165.2757,-610733.4626,479749.97,95949.99
365,94298.1748,NoActionOTC,0.94;0.245,94298.1748,-501138.3188,479749.97,95949.99
365,94184.6999,NoActionOTC,0.95;0.245,94184.6999,-401958.534,479749.97,95949.99
365,94131.2387,NoActionOTC,0.96;0.245,94131.2387,-287215.5298,479749.97,95949.99
365,94162.7682,NoActionOTC,0.97;0.245,94162.7682,-167513.555,479749.97,95949.99
365,94165.2757,NoActionOTC,0.98;0.245,94165.2757,-641265.6626,479749.97,95949.99
365,94298.1748,NoActionOTC,0.99;0.245,94298.1748,-529186.4288,479749.97,95949.99
365,94184.6999,NoActionOTC,0.41;0.245,94184.6999,-425634.534,479749.97,95949.99
365,94131.2387,NoActionOTC,0.42;0.245,94131.2387,-306864.4498,479749.97,95949.99
365,94162.7682,NoActionOTC,0.43;0.245,94162.7682,-180028.025,479749.97,95949.99
365,94138.3465,NoActionOTC,0.44;0.245,94138.3465,-582197.4349,479716.22,95943.24
365,94214.1563,NoActionOTC,0.45;0.245,94214.1563,-483109.3565,479716.22,95943.24
365,94123.78,NoActionOTC,0.46;0.245,94123.78,-384761.2424,479716.22,95943.24
365,94147.1979,NoActionOTC,0.47;0.245,94147.1979,-265833.81,479716.22,95943.24
365,94200.3381,NoActionOTC,0.48;0.245,94200.3381,-158968.266,479716.22,95943.24
365,94138.3465,NoActionOTC,0.49;0.245,94138.3465,-612726.3649,479716.22,95943.24
365,94214.1563,NoActionOTC,0.54;0.245,94214.1563,-511279.7465,479716.22,95943.24
365,94123.78,NoActionOTC,0.53;0.245,94123.78,-408525.4424,479716.22,95943.24
365,94147.1979,NoActionOTC,0.52;0.245,94147.1979,-285390.96,479716.22,95943.24
365,94200.3381,NoActionOTC,0.51;0.245,94200.3381,-171611.706,479716.22,95943.24
365,94138.3465,NoActionOTC,0.39;0.245,94138.3465,-643255.2949,479716.22,95943.24
365,94214.1563,NoActionOTC,0.38;0.245,94214.1563,-539450.1365,479716.22,95943.24
365,94123.78,NoActionOTC,0.37;0.245,94123.78,-432289.6424,479716.22,95943.24
365,94147.1979,NoActionOTC,0.36;0.245,94147.1979,-304948.11,479716.22,95943.24
365,94200.3381,NoActionOTC,0.35;0.245,94200.3381,-184255.146,479716.22,95943.24
365,95651.6061,SprayTreesOTC,0.6;0.246;0.21;0.245,95651.6061,-213892.745,479647.59,95929.52
365,95751.8074,SprayTreesOTC,0.7;0.246;0.21;0.245,95751.8074,-153769.422,479647.59,95929.52
365,95829.6142,SprayTreesOTC,0.8;0.246;0.21;0.245,95829.6142,62336.3178,479647.59,95929.52
365,95843.7427,SprayTreesOTC,0.9;0.246;0.21;0.245,95843.7427,478890.3357,479647.59,95929.52
365,95650.0532,SprayTreesOTC,0.6;0.246;0.22;0.245,95650.0532,-180997.3174,479647.59,95929.52
365,95764.2381,SprayTreesOTC,0.7;0.246;0.22;0.245,95764.2381,-129185.8933,479647.59,95929.52
365,95830.5054,SprayTreesOTC,0.8;0.246;0.22;0.245,95830.5054,147647.7694,479647.59,95929.52
365,95845.202,SprayTreesOTC,0.9;0.246;0.22;0.245,95845.202,479035.3668,479647.59,95929.52
365,95647.6635,SprayTreesOTC,0.6;0.246;0.23;0.245,95647.6635,-113159.5987,479647.59,95929.52
365,95762.3663,SprayTreesOTC,0.7;0.246;0.23;0.245,95762.3663,-57467.7716,479647.59,95929.52
365,95828.8746,SprayTreesOTC,0.8;0.246;0.23;0.245,95828.8746,241859.6683,479647.59,95929.52
365,95841.8384,SprayTreesOTC,0.9;0.246;0.23;0.245,95841.8384,479028.432,479647.59,95929.52
365,95651.5327,SprayTreesOTC,0.6;0.246;0.24;0.245,95651.5327,-2227.3608,479647.59,95929.52
365,95757.9125,SprayTreesOTC,0.7;0.246;0.24;0.245,95757.9125,38211.3348,479647.59,95929.52
365,95829.4259,SprayTreesOTC,0.8;0.246;0.24;0.245,95829.4259,284075.0237,479647.59,95929.52
365,95842.9074,SprayTreesOTC,0.9;0.246;0.24;0.245,95842.9074,479036.2098,479647.59,95929.52
365,95651.8606,SprayTreesOTC,0.6;0.246;0.25;0.245,95651.8606,70773.8573,479647.59,95929.52
365,95757.1885,SprayTreesOTC,0.7;0.246;0.25;0.245,95757.1885,109222.7743,479647.59,95929.52
365,95832.6817,SprayTreesOTC,0.8;0.246;0.25;0.245,95832.6817,292984.018,479647.59,95929.52
365,95845.2702,SprayTreesOTC,0.9;0.246;0.25;0.245,95845.2702,479050.318,479647.59,95929.52
365,95651.6061,SprayTreesOTC,0.6;0.246;0.26;0.245,95651.6061,-237652.235,479647.59,95929.52
365,95751.8074,SprayTreesOTC,0.7;0.246;0.26;0.245,95751.8074,-177246.072,479647.59,95929.52
365,95829.6142,SprayTreesOTC,0.8;0.246;0.26;0.245,95829.6142,41965.2978,479647.59,95929.52
365,95843.7427,SprayTreesOTC,0.9;0.246;0.26;0.245,95843.7427,478884.6957,479647.59,95929.52
365,95650.0532,SprayTreesOTC,0.6;0.246;0.27;0.245,95650.0532,-203615.4874,479647.59,95929.52
365,95764.2381,SprayTreesOTC,0.7;0.246;0.27;0.245,95764.2381,-151547.5033,479647.59,95929.52
365,95830.5054,SprayTreesOTC,0.8;0.246;0.27;0.245,95830.5054,133706.0194,479647.59,95929.52
365,95845.202,SprayTreesOTC,0.9;0.246;0.27;0.245,95845.202,479034.3168,479647.59,95929.52
365,95647.6635,SprayTreesOTC,0.6;0.246;0.28;0.245,95647.6635,-133879.9087,479647.59,95929.52
365,95762.3663,SprayTreesOTC,0.7;0.246;0.28;0.245,95762.3663,-76881.9116,479647.59,95929.52
365,95828.8746,SprayTreesOTC,0.8;0.246;0.28;0.245,95828.8746,234565.4983,479647.59,95929.52
365,95841.8384,SprayTreesOTC,0.9;0.246;0.28;0.245,95841.8384,479028.252,479647.59,95929.52
365,95651.5327,SprayTreesOTC,0.6;0.246;0.29;0.245,95651.5327,-17230.4208,479647.59,95929.52
365,95757.9125,SprayTreesOTC,0.7;0.246;0.29;0.245,95757.9125,25600.1148,479647.59,95929.52
365,95829.4259,SprayTreesOTC,0.8;0.246;0.29;0.245,95829.4259,282856.8437,479647.59,95929.52
365,95842.9074,SprayTreesOTC,0.9;0.246;0.29;0.245,95842.9074,479036.2098,479647.59,95929.52
365,95651.8606,SprayTreesOTC,0.6;0.246;0.31;0.245,95651.8606,65117.6273,479647.59,95929.52
365,95757.1885,SprayTreesOTC,0.7;0.246;0.31;0.245,95757.1885,104406.3943,479647.59,95929.52
365,95832.6817,SprayTreesOTC,0.8;0.246;0.31;0.245,95832.6817,292672.888,479647.59,95929.52
365,95845.2702,SprayTreesOTC,0.9;0.246;0.31;0.245,95845.2702,479050.318,479647.59,95929.52
365,95651.6061,SprayTreesOTC,0.6;0.246;0.32;0.245,95651.6061,-261411.725,479647.59,95929.52
365,95751.8074,SprayTreesOTC,0.7;0.246;0.32;0.245,95751.8074,-200722.722,479647.59,95929.52
365,95829.6142,SprayTreesOTC,0.8;0.246;0.32;0.245,95829.6142,21594.2778,479647.59,95929.52
365,95843.7427,SprayTreesOTC,0.9;0.246;0.32;0.245,95843.7427,478879.0557,479647.59,95929.52
365,95650.0532,SprayTreesOTC,0.6;0.246;0.33;0.245,95650.0532,-226233.6574,479647.59,95929.52
365,95764.2381,SprayTreesOTC,0.7;0.246;0.33;0.245,95764.2381,-173909.1133,479647.59,95929.52
365,95830.5054,SprayTreesOTC,0.8;0.246;0.33;0.245,95830.5054,119764.2694,479647.59,95929.52
365,95845.202,SprayTreesOTC,0.9;0.246;0.33;0.245,95845.202,479033.2668,479647.59,95929.52
365,95647.6635,SprayTreesOTC,0.6;0.246;0.34;0.245,95647.6635,-154600.2187,479647.59,95929.52
365,95762.3663,SprayTreesOTC,0.7;0.246;0.34;0.245,95762.3663,-96296.0516,479647.59,95929.52
365,95828.8746,SprayTreesOTC,0.8;0.246;0.34;0.245,95828.8746,227271.3283,479647.59,95929.52
365,95841.8384,SprayTreesOTC,0.9;0.246;0.34;0.245,95841.8384,479028.072,479647.59,95929.52
365,95651.5327,SprayTreesOTC,0.6;0.246;0.35;0.245,95651.5327,-32233.4808,479647.59,95929.52
365,95757.9125,SprayTreesOTC,0.7;0.246;0.35;0.245,95757.9125,12988.8948,479647.59,95929.52
365,95829.4259,SprayTreesOTC,0.8;0.246;0.35;0.245,95829.4259,281638.6637,479647.59,95929.52
365,95842.9074,SprayTreesOTC,0.9;0.246;0.35;0.245,95842.9074,479036.2098,479647.59,95929.52
365,95651.8606,SprayTreesOTC,0.6;0.246;0.36;0.245,95651.8606,59461.3973,479647.59,95929.52
365,95757.1885,SprayTreesOTC,0.7;0.246;0.36;0.245,95757.1885,99590.0143,479647.59,95929.52
365,95832.6817,SprayTreesOTC,0.8;0.246;0.36;0.245,95832.6817,292361.758,479647.59,95929.52
365,95845.2702,SprayTreesOTC,0.9;0.246;0.36;0.245,95845.2702,479050.318,479647.59,95929.52
365,95637.1672,SprayTreesOTC,0.6;0.246;0.37;0.245,95637.1672,-216359.2961,479571.34,95914.27
365,95741.0975,SprayTreesOTC,0.7;0.246;0.37;0.245,95741.0975,-148569.7196,479571.34,95914.27
365,95815.0297,SprayTreesOTC,0.8;0.246;0.37;0.245,95815.0297,63898.2052,479571.34,95914.27
365,95828.513,SprayTreesOTC,0.9;0.246;0.37;0.245,95828.513,478799.529,479571.34,95914.27
365,95631.1771,SprayTreesOTC,0.6;0.246;0.38;0.245,95631.1771,-182772.1742,479571.34,95914.27
365,95744.0273,SprayTreesOTC,0.7;0.246;0.38;0.245,95744.0273,-131970.7347,479571.34,95914.27
365,95819.3977,SprayTreesOTC,0.8;0.246;0.38;0.245,95819.3977,149071.7443,479571.34,95914.27
365,95827.1368,SprayTreesOTC,0.9;0.246;0.38;0.245,95827.1368,478945.1566,479571.34,95914.27
365,95637.0577,SprayTreesOTC,0.6;0.246;0.39;0.245,95637.0577,-109778.7033,479571.34,95914.27
365,95738.7456,SprayTreesOTC,0.7;0.246;0.39;0.245,95738.7456,-58973.9747,479571.34,95914.27
365,95815.4166,SprayTreesOTC,0.8;0.246;0.39;0.245,95815.4166,242988.6,479571.34,95914.27
365,95827.5779,SprayTreesOTC,0.9;0.246;0.39;0.245,95827.5779,478957.378,479571.34,95914.27
365,95635.3877,SprayTreesOTC,0.6;0.246;0.40;0.245,95635.3877,-2167.216,479571.34,95914.27
365,95744.2251,SprayTreesOTC,0.7;0.246;0.40;0.245,95744.2251,45471.0253,479571.34,95914.27
365,95813.5398,SprayTreesOTC,0.8;0.246;0.40;0.245,95813.5398,285288.4572,479571.34,95914.27
365,95826.7634,SprayTreesOTC,0.9;0.246;0.40;0.245,95826.7634,478956.1269,479571.34,95914.27
365,95636.8769,SprayTreesOTC,0.6;0.246;0.41;0.245,95636.8769,70070.0198,479571.34,95914.27
365,95742.8458,SprayTreesOTC,0.7;0.246;0.41;0.245,95742.8458,108211.3154,479571.34,95914.27
365,95814.1782,SprayTreesOTC,0.8;0.246;0.41;0.245,95814.1782,291688.2972,479571.34,95914.27
365,95829.779,SprayTreesOTC,0.9;0.246;0.41;0.245,95829.779,478975.6433,479571.34,95914.27
365,95637.1672,SprayTreesOTC,0.6;0.246;0.42;0.245,95637.1672,-240121.2161,479571.34,95914.27
365,95741.0975,SprayTreesOTC,0.7;0.246;0.42;0.245,95741.0975,-172015.9796,479571.34,95914.27
365,95815.0297,SprayTreesOTC,0.8;0.246;0.42;0.245,95815.0297,43577.6452,479571.34,95914.27
365,95828.513,SprayTreesOTC,0.9;0.246;0.42;0.245,95828.513,478793.559,479571.34,95914.27
365,95631.1771,SprayTreesOTC,0.6;0.246;0.43;0.245,95631.1771,-205435.4942,479571.34,95914.27
365,95744.0273,SprayTreesOTC,0.7;0.246;0.43;0.245,95744.0273,-154337.0247,479571.34,95914.27
365,95819.3977,SprayTreesOTC,0.8;0.246;0.43;0.245,95819.3977,135146.5543,479571.34,95914.27
365,95827.1368,SprayTreesOTC,0.9;0.246;0.43;0.245,95827.1368,478944.4366,479571.34,95914.27
365,95637.0577,SprayTreesOTC,0.6;0.246;0.44;0.245,95637.0577,-130451.7333,479571.34,95914.27
365,95738.7456,SprayTreesOTC,0.7;0.246;0.44;0.245,95738.7456,-78423.6347,479571.34,95914.27
365,95815.4166,SprayTreesOTC,0.8;0.246;0.44;0.245,95815.4166,235735.35,479571.34,95914.27
365,95827.5779,SprayTreesOTC,0.9;0.246;0.44;0.245,95827.5779,478957.138,479571.34,95914.27
365,95635.3877,SprayTreesOTC,0.6;0.246;0.45;0.245,95635.3877,-17153.056,479571.34,95914.27
365,95744.2251,SprayTreesOTC,0.7;0.246;0.45;0.245,95744.2251,33183.2053,479571.34,95914.27
365,95813.5398,SprayTreesOTC,0.8;0.246;0.45;0.245,95813.5398,284131.8972,479571.34,95914.27
365,95826.7634,SprayTreesOTC,0.9;0.246;0.45;0.245,95826.7634,478956.1269,479571.34,95914.27
365,95636.8769,SprayTreesOTC,0.6;0.246;0.46;0.245,95636.8769,64384.7798,479571.34,95914.27
365,95742.8458,SprayTreesOTC,0.7;0.246;0.46;0.245,95742.8458,103387.1654,479571.34,95914.27
365,95814.1782,SprayTreesOTC,0.8;0.246;0.46;0.245,95814.1782,291377.1672,479571.34,95914.27
365,95829.779,SprayTreesOTC,0.9;0.246;0.46;0.245,95829.779,478975.6433,479571.34,95914.27
365,95637.1672,SprayTreesOTC,0.6;0.246;0.47;0.245,95637.1672,-263883.1361,479571.34,95914.27
365,95741.0975,SprayTreesOTC,0.7;0.246;0.47;0.245,95741.0975,-195462.2396,479571.34,95914.27
365,95815.0297,SprayTreesOTC,0.8;0.246;0.47;0.245,95815.0297,23257.0852,479571.34,95914.27
365,95828.513,SprayTreesOTC,0.9;0.246;0.47;0.245,95828.513,478787.589,479571.34,95914.27
365,95631.1771,SprayTreesOTC,0.6;0.246;0.48;0.245,95631.1771,-228098.8142,479571.34,95914.27
365,95744.0273,SprayTreesOTC,0.7;0.246;0.48;0.245,95744.0273,-176703.3147,479571.34,95914.27
365,95819.3977,SprayTreesOTC,0.8;0.246;0.48;0.245,95819.3977,121221.3643,479571.34,95914.27
365,95827.1368,SprayTreesOTC,0.9;0.246;0.48;0.245,95827.1368,478943.7166,479571.34,95914.27
365,95637.0577,SprayTreesOTC,0.6;0.246;0.49;0.245,95637.0577,-151124.7633,479571.34,95914.27
365,95738.7456,SprayTreesOTC,0.7;0.246;0.50;0.245,95738.7456,-97873.2947,479571.34,95914.27
365,95815.4166,SprayTreesOTC,0.7;0.246;0.50;0.245,95815.4166,228482.1,479571.34,95914.27
365,95827.5779,SprayTreesOTC,0.9;0.246;0.50;0.245,95827.5779,478956.898,479571.34,95914.27
365,95635.3877,SprayTreesOTC,0.6;0.246;0.51;0.245,95635.3877,-32138.896,479571.34,95914.27
365,95744.2251,SprayTreesOTC,0.7;0.246;0.51;0.245,95744.2251,20895.3853,479571.34,95914.27
365,95813.5398,SprayTreesOTC,0.8;0.246;0.51;0.245,95813.5398,282975.3372,479571.34,95914.27
365,95826.7634,SprayTreesOTC,0.9;0.246;0.51;0.245,95826.7634,478956.1269,479571.34,95914.27
365,95636.8769,SprayTreesOTC,0.6;0.246;0.52;0.245,95636.8769,58699.5398,479571.34,95914.27
365,95742.8458,SprayTreesOTC,0.7;0.246;0.52;0.245,95742.8458,98563.0154,479571.34,95914.27
365,95814.1782,SprayTreesOTC,0.8;0.246;0.52;0.245,95814.1782,291066.0372,479571.34,95914.27
365,95829.779,SprayTreesOTC,0.9;0.246;0.52;0.245,95829.779,478975.6433,479571.34,95914.27
365,95667.2372,SprayTreesOTC,0.6;0.246;0.53;0.245,95667.2372,-216103.1588,479742.59,95948.52
365,95778.2389,SprayTreesOTC,0.7;0.246;0.53;0.245,95778.2389,-147511.4445,479742.59,95948.52
365,95847.3778,SprayTreesOTC,0.8;0.246;0.53;0.245,95847.3778,63807.366,479742.59,95948.52
365,95865.4938,SprayTreesOTC,0.9;0.246;0.53;0.245,95865.4938,478992.9399,479742.59,95948.52
365,95671.7728,SprayTreesOTC,0.6;0.246;0.54;0.245,95671.7728,-182314.3778,479742.59,95948.52
365,95777.4663,SprayTreesOTC,0.7;0.246;0.54;0.245,95777.4663,-130200.7742,479742.59,95948.52
365,95851.3485,SprayTreesOTC,0.8;0.246;0.54;0.245,95851.3485,149384.942,479742.59,95948.52
365,95861.6347,SprayTreesOTC,0.9;0.246;0.54;0.245,95861.6347,479107.2037,479742.59,95948.52
365,95669.8132,SprayTreesOTC,0.6;0.246;0.55;0.245,95669.8132,-106498.4545,479742.59,95948.52
365,95772.4648,SprayTreesOTC,0.7;0.246;0.55;0.245,95772.4648,-59336.1928,479742.59,95948.52
365,95847.5955,SprayTreesOTC,0.8;0.246;0.55;0.245,95847.5955,242959.7836,479742.59,95948.52
365,95859.4014,SprayTreesOTC,0.9;0.246;0.55;0.245,95859.4014,479109.9564,479742.59,95948.52
365,95671.8226,SprayTreesOTC,0.6;0.246;0.56;0.245,95671.8226,-967.0902,479742.59,95948.52
365,95779.3538,SprayTreesOTC,0.7;0.246;0.56;0.245,95779.3538,41013.3911,479742.59,95948.52
365,95851.3598,SprayTreesOTC,0.8;0.246;0.56;0.245,95851.3598,285064.7474,479742.59,95948.52
365,95860.6592,SprayTreesOTC,0.9;0.246;0.56;0.245,95860.6592,479127.6446,479742.59,95948.52
365,95670.4831,SprayTreesOTC,0.6;0.246;0.57;0.245,95670.4831,67900.6199,479742.59,95948.52
365,95777.9066,SprayTreesOTC,0.7;0.246;0.57;0.245,95777.9066,107572.0107,479742.59,95948.52
365,95852.3114,SprayTreesOTC,0.8;0.246;0.57;0.245,95852.3114,293801.8555,479742.59,95948.52
365,95863.2144,SprayTreesOTC,0.9;0.246;0.57;0.245,95863.2144,479140.0278,479742.59,95948.52
365,95667.2372,SprayTreesOTC,0.6;0.246;0.58;0.245,95667.2372,-239858.9588,479742.59,95948.52
365,95778.2389,SprayTreesOTC,0.7;0.246;0.58;0.245,95778.2389,-170982.8145,479742.59,95948.52
365,95847.3778,SprayTreesOTC,0.8;0.246;0.58;0.245,95847.3778,43411.596,479742.59,95948.52
365,95865.4938,SprayTreesOTC,0.9;0.246;0.58;0.245,95865.4938,478987.0299,479742.59,95948.52
365,95671.7728,SprayTreesOTC,0.6;0.246;0.59;0.245,95671.7728,-204995.3678,479742.59,95948.52
365,95777.4663,SprayTreesOTC,0.7;0.246;0.59;0.245,95777.4663,-152556.2342,479742.59,95948.52
365,95851.3485,SprayTreesOTC,0.8;0.246;0.59;0.245,95851.3485,135458.732,479742.59,95948.52
365,95861.6347,SprayTreesOTC,0.9;0.246;0.59;0.245,95861.6347,479106.0337,479742.59,95948.52
365,95669.8132,SprayTreesOTC,0.6;0.246;0.60;0.245,95669.8132,-127028.0245,479742.59,95948.52
365,95772.4648,SprayTreesOTC,0.7;0.246;0.60;0.245,95772.4648,-78826.8628,479742.59,95948.52
365,95847.5955,SprayTreesOTC,0.8;0.246;0.60;0.245,95847.5955,235692.9736,479742.59,95948.52
365,95859.4014,SprayTreesOTC,0.9;0.246;0.60;0.245,95859.4014,479109.7464,479742.59,95948.52
365,95671.8226,SprayTreesOTC,0.6;0.246;0.61;0.245,95671.8226,-15938.6202,479742.59,95948.52
365,95779.3538,SprayTreesOTC,0.7;0.246;0.62;0.245,95779.3538,28516.1711,479742.59,95948.52
365,95851.3598,SprayTreesOTC,0.8;0.246;0.62;0.245,95851.3598,283882.5374,479742.59,95948.52
365,95860.6592,SprayTreesOTC,0.9;0.246;0.62;0.245,95860.6592,479127.6446,479742.59,95948.52
365,95670.4831,SprayTreesOTC,0.6;0.246;0.63;0.245,95670.4831,62067.7199,479742.59,95948.52
365,95777.9066,SprayTreesOTC,0.7;0.246;0.63;0.245,95777.9066,102662.3307,479742.59,95948.52
365,95852.3114,SprayTreesOTC,0.8;0.246;0.63;0.245,95852.3114,293501.8255,479742.59,95948.52
365,95863.2144,SprayTreesOTC,0.9;0.246;0.63;0.245,95863.2144,479139.9978,479742.59,95948.52
365,95667.2372,SprayTreesOTC,0.6;0.246;0.64;0.245,95667.2372,-263614.7588,479742.59,95948.52
365,95778.2389,SprayTreesOTC,0.7;0.246;0.64;0.245,95778.2389,-194454.1845,479742.59,95948.52
365,95847.3778,SprayTreesOTC,0.8;0.246;0.64;0.245,95847.3778,23015.826,479742.59,95948.52
365,95865.4938,SprayTreesOTC,0.9;0.246;0.64;0.245,95865.4938,478981.1199,479742.59,95948.52
365,95671.7728,SprayTreesOTC,0.6;0.246;0.65;0.245,95671.7728,-227676.3578,479742.59,95948.52
365,95777.4663,SprayTreesOTC,0.7;0.246;0.65;0.245,95777.4663,-174911.6942,479742.59,95948.52
365,95851.3485,SprayTreesOTC,0.8;0.246;0.65;0.245,95851.3485,121532.522,479742.59,95948.52
365,95861.6347,SprayTreesOTC,0.9;0.246;0.65;0.245,95861.6347,479104.8637,479742.59,95948.52
365,95669.8132,SprayTreesOTC,0.6;0.246;0.66;0.245,95669.8132,-147557.5945,479742.59,95948.52
365,95772.4648,SprayTreesOTC,0.7;0.246;0.66;0.245,95772.4648,-98317.5328,479742.59,95948.52
365,95847.5955,SprayTreesOTC,0.8;0.246;0.66;0.245,95847.5955,228426.1636,479742.59,95948.52
365,95859.4014,SprayTreesOTC,0.9;0.246;0.66;0.245,95859.4014,479109.5364,479742.59,95948.52
365,95671.8226,SprayTreesOTC,0.6;0.246;0.67;0.245,95671.8226,-30910.1502,479742.59,95948.52
365,95779.3538,SprayTreesOTC,0.7;0.246;0.67;0.245,95779.3538,16018.9511,479742.59,95948.52
365,95851.3598,SprayTreesOTC,0.8;0.246;0.67;0.245,95851.3598,282700.3274,479742.59,95948.52
365,95860.6592,SprayTreesOTC,0.9;0.246;0.67;0.245,95860.6592,479127.6446,479742.59,95948.52
365,95670.4831,SprayTreesOTC,0.6;0.246;0.68;0.245,95670.4831,56234.8199,479742.59,95948.52
365,95777.9066,SprayTreesOTC,0.7;0.246;0.68;0.245,95777.9066,97752.6507,479742.59,95948.52
365,95852.3114,SprayTreesOTC,0.8;0.246;0.68;0.245,95852.3114,293201.7955,479742.59,95948.52
365,95863.2144,SprayTreesOTC,0.9;0.246;0.68;0.245,95863.2144,479139.9678,479742.59,95948.52
365,95654.8262,SprayTreesOTC,0.6;0.246;0.69;0.245,95654.8262,-218150.7779,479708.84,95941.77
365,95774.0289,SprayTreesOTC,0.7;0.246;0.69;0.245,95774.0289,-147454.188,479708.84,95941.77
365,95842.8027,SprayTreesOTC,0.8;0.246;0.69;0.245,95842.8027,61128.6721,479708.84,95941.77
365,95856.1739,SprayTreesOTC,0.9;0.246;0.69;0.245,95856.1739,478939.4824,479708.84,95941.77
365,95661.0896,SprayTreesOTC,0.6;0.246;0.70;0.245,95661.0896,-186856.4117,479708.84,95941.77
365,95769.1168,SprayTreesOTC,0.7;0.246;0.70;0.245,95769.1168,-133335.4711,479708.84,95941.77
365,95844.9359,SprayTreesOTC,0.8;0.246;0.70;0.245,95844.9359,148063.9778,479708.84,95941.77
365,95854.4741,SprayTreesOTC,0.9;0.246;0.70;0.245,95854.4741,479074.5512,479708.84,95941.77
365,95661.5359,SprayTreesOTC,0.6;0.246;0.71;0.245,95661.5359,-113306.9409,479708.84,95941.77
365,95771.3674,SprayTreesOTC,0.7;0.246;0.71;0.245,95771.3674,-61529.7095,479708.84,95941.77
365,95845.6626,SprayTreesOTC,0.8;0.246;0.71;0.245,95845.6626,243508.9128,479708.84,95941.77
365,95857.2145,SprayTreesOTC,0.9;0.246;0.71;0.245,95857.2145,479110.7043,479708.84,95941.77
365,95659.2203,SprayTreesOTC,0.6;0.246;0.72;0.245,95659.2203,-5496.9541,479708.84,95941.77
365,95769.5736,SprayTreesOTC,0.7;0.246;0.72;0.245,95769.5736,42493.752,479708.84,95941.77
